MAJ,ident,nbplaces,nbvelos,nbelec,nbclassiq,velo_dispo,hour,minute,day
2021-05-16 13:37:11.078588,92.61748633879782,11.502732240437158,9.972677595628415,5.202185792349726,4.770491803278689,47.36612021857923,13.0,37.0,16.0
2021-05-14 09:36:28.603482,92.61748633879782,11.344262295081966,10.087431693989071,5.311475409836065,4.775956284153006,47.36065573770492,9.0,36.0,14.0
2021-05-16 14:02:11.591832,92.61748633879782,11.53551912568306,9.939890710382514,5.19672131147541,4.743169398907104,47.349726775956285,14.0,2.0,16.0
2021-05-16 13:42:11.527810,92.61748633879782,11.508196721311476,9.967213114754099,5.2076502732240435,4.759562841530054,47.349726775956285,13.0,42.0,16.0
2021-05-17 14:52:20.876237,92.61748633879782,11.40983606557377,10.114754098360656,5.278688524590164,4.836065573770492,47.349726775956285,14.0,52.0,17.0
2021-05-18 19:59:03.347005,92.61748633879782,11.519125683060109,10.005464480874316,5.191256830601093,4.814207650273224,47.33879781420765,19.0,59.0,18.0
2021-05-18 20:34:03.027097,92.61748633879782,11.557377049180328,9.967213114754099,5.19672131147541,4.770491803278689,47.33879781420765,20.0,34.0,18.0
2021-05-13 15:46:11.590327,92.61748633879782,11.475409836065573,10.076502732240437,5.256830601092896,4.819672131147541,47.333333333333336,15.0,46.0,13.0
2021-05-13 19:11:10.853912,92.61748633879782,11.53551912568306,9.972677595628415,5.191256830601093,4.781420765027322,47.32786885245902,19.0,11.0,13.0
2021-05-14 09:11:29.286197,92.61748633879782,11.371584699453551,10.087431693989071,5.316939890710382,4.770491803278689,47.322404371584696,9.0,11.0,14.0
2021-05-19 07:29:11.536445,92.61748633879782,11.480874316939891,10.05464480874317,5.262295081967213,4.7923497267759565,47.322404371584696,7.0,29.0,19.0
2021-05-16 11:12:10.921374,92.61748633879782,11.519125683060109,9.956284153005464,5.213114754098361,4.743169398907104,47.31147540983606,11.0,12.0,16.0
2021-05-17 14:57:17.872028,92.61748633879782,11.420765027322405,10.103825136612022,5.26775956284153,4.836065573770492,47.31147540983606,14.0,57.0,17.0
2021-05-13 15:51:11.539363,92.61748633879782,11.491803278688524,10.060109289617486,5.273224043715847,4.786885245901639,47.30601092896175,15.0,51.0,13.0
2021-05-13 18:56:10.920878,92.61748633879782,11.530054644808743,9.978142076502733,5.202185792349726,4.775956284153006,47.30054644808743,18.0,56.0,13.0
2021-05-19 08:04:12.131886,92.61748633879782,11.475409836065573,10.060109289617486,5.256830601092896,4.80327868852459,47.30054644808743,8.0,4.0,19.0
2021-05-18 19:54:03.058604,92.61748633879782,11.546448087431694,9.978142076502733,5.2076502732240435,4.770491803278689,47.30054644808743,19.0,54.0,18.0
2021-05-18 20:09:02.656457,92.61748633879782,11.546448087431694,9.978142076502733,5.185792349726776,4.7923497267759565,47.30054644808743,20.0,9.0,18.0
2021-05-19 21:34:11.409778,92.61748633879782,11.650273224043715,9.885245901639344,5.1530054644808745,4.73224043715847,47.2896174863388,21.0,34.0,19.0
2021-05-19 07:39:11.527379,92.61748633879782,11.497267759562842,10.03825136612022,5.240437158469946,4.797814207650274,47.28415300546448,7.0,39.0,19.0
2021-05-13 19:01:10.924595,92.61748633879782,11.53551912568306,9.972677595628415,5.19672131147541,4.775956284153006,47.28415300546448,19.0,1.0,13.0
2021-05-17 07:42:14.011720,92.61748633879782,11.551912568306012,9.92896174863388,5.19672131147541,4.73224043715847,47.28415300546448,7.0,42.0,17.0
2021-05-16 11:07:11.589195,92.61748633879782,11.524590163934427,9.950819672131148,5.2349726775956285,4.715846994535519,47.28415300546448,11.0,7.0,16.0
2021-05-18 20:04:02.604954,92.61748633879782,11.53551912568306,9.989071038251366,5.191256830601093,4.797814207650274,47.28415300546448,20.0,4.0,18.0
2021-05-16 11:57:10.989626,92.61748633879782,11.519125683060109,9.956284153005464,5.19672131147541,4.759562841530054,47.27322404371585,11.0,57.0,16.0
2021-05-17 14:47:16.787358,92.61748633879782,11.431693989071038,10.092896174863387,5.256830601092896,4.836065573770492,47.27322404371585,14.0,47.0,17.0
2021-05-15 17:37:11.716709,92.61748633879782,11.420765027322405,10.05464480874317,5.26775956284153,4.786885245901639,47.26229508196721,17.0,37.0,15.0
2021-05-15 19:22:10.907195,92.61748633879782,11.486338797814208,9.994535519125684,5.229508196721311,4.7650273224043715,47.26229508196721,19.0,22.0,15.0
2021-05-16 12:57:11.084191,92.61748633879782,11.513661202185792,9.96174863387978,5.224043715846994,4.737704918032787,47.26229508196721,12.0,57.0,16.0
2021-05-16 10:57:11.481518,92.61748633879782,11.530054644808743,9.94535519125683,5.245901639344262,4.699453551912568,47.256830601092894,10.0,57.0,16.0
